EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 18-04-2023
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : Maximum temperature in 0.1 &#176;C
30-34 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station AKUREYRI, ICELAND (STAID: 2943)
Blended and updated with sources:75821 904063 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TX, Q_TX
  2943, 75821,19500703,  184,    0
  2943, 75821,19500704,  174,    0
  2943, 75821,19500705,  185,    0
  2943, 75821,19500706,  190,    0
  2943, 75821,19500707,  140,    0
  2943, 75821,19500708,  195,    0
  2943, 75821,19500709,  188,    0
  2943, 75821,19500710,  130,    0
  2943, 75821,19500711,  136,    0
  2943, 75821,19500712,  172,    0
  2943, 75821,19500713,  144,    0
  2943, 75821,19500714,  150,    0
  2943, 75821,19500715,  154,    0
  2943, 75821,19500716,  208,    0
  2943, 75821,19500717,  135,    0
  2943, 75821,19500718,  127,    0
  2943, 75821,19500719,  110,    0
  2943, 75821,19500720,  110,    0
  2943, 75821,19500721,   95,    0
  2943, 75821,19500722,   92,    0
  2943, 75821,19500723,  165,    0
  2943, 75821,19500724,  170,    0
  2943, 75821,19500725,  140,    0
  2943, 75821,19500726,  114,    0
  2943, 75821,19500727,  170,    0
  2943, 75821,19500728,  176,    0
  2943, 75821,19500729,  170,    0
  2943, 75821,19500730,  170,    0
  2943, 75821,19500731,  172,    0
  2943, 75821,19500801,  192,    0
  2943, 75821,19500802,  165,    0
  2943, 75821,19500803,  150,    0
  2943, 75821,19500804,  125,    0
  2943, 75821,19500805,  160,    0
  2943, 75821,19500806,  142,    0
  2943, 75821,19500807,  142,    0
  2943, 75821,19500808,  180,    0
  2943, 75821,19500809,  125,    0
  2943, 75821,19500810,  152,    0
  2943, 75821,19500811,  186,    0
  2943, 75821,19500812,  160,    0
  2943, 75821,19500813,  147,    0
  2943, 75821,19500814,  164,    0
  2943, 75821,19500815,  135,    0
  2943, 75821,19500816,  130,    0
  2943, 75821,19500817,  105,    0
  2943, 75821,19500818,  140,    0
  2943, 75821,19500819,  145,    0
  2943, 75821,19500820,  160,    0
  2943, 75821,19500821,  155,    0
  2943, 75821,19500822,  152,    0
  2943, 75821,19500823,  132,    0
  2943, 75821,19500824,  124,    0
  2943, 75821,19500825,  130,    0
  2943, 75821,19500826,  125,    0
  2943, 75821,19500827,   95,    0
  2943, 75821,19500828,   95,    0
  2943, 75821,19500829,   95,    0
  2943, 75821,19500830,  120,    0
  2943, 75821,19500831,  170,    0
  2943, 75821,19500901,  145,    0
  2943, 75821,19500902,  125,    0
  2943, 75821,19500903,  130,    0
  2943, 75821,19500904,  127,    0
  2943, 75821,19500905,  120,    0
  2943, 75821,19500906,  124,    0
  2943, 75821,19500907,  120,    0
  2943, 75821,19500908,   90,    0
  2943, 75821,19500909,   85,    0
  2943, 75821,19500910,   75,    0
  2943, 75821,19500911,   80,    0
  2943, 75821,19500912,  102,    0
  2943, 75821,19500913,  102,    0
